39.8	3961.9	41.0	7657.0	40.7	1926.2	39.1	2746.2	45.5	1935.8	40.3	1132.9
39.5	3967.3	41.3	7736.5	41.9	1932.4	40.2	2756.2	46.2	1939.0	41.5	1133.1
39.3	3908.8	41.6	7621.9	42.1	1899.8	39.3	2671.3	43.4	1904.9	40.7	1118.4
38.5	3929.5	42.7	7704.9	41.5	1910.5	39.3	2696.1	41.6	1913.9	40.4	1126.1
38.9	3937.0	41.7	7751.6	40.9	1925.1	39	2718.4	42.9	1930.8	40.6	1134.2
38.7	3993.3	41.8	7794.2	40.4	1943.1	38.6	2739.5	42.5	1948.5	40.1	1139.0
38.9	4011.1	42.0	7812.4	40.9	1948.2	39.2	2746.5	42.2	1951.8	39.3	1138.7
39.2	3996.2	41.6	7718.4	41.2	1951.4	39.1	2743.7	42.8	1953.3	39.2	1133.6
39.0	3982.7	40.9	7698.1	39.6	1939.6	38.2	2731.8	42.0	1937.6	39.1	1123.4
39.5	4032.3	41.0	7815.0	41.4	1947.9	39.1	2753.6	43.0	1941.1	40.5	1134.3
38.6	4031.3	41.5	7860.0	40.6	1958.2	39.8	2776.3	38.9	1823.8	40.3	1120.1
39.3	4044.6	41.6	7866.8	39.1	1961.9	39.5	2767.1	40.6	1776.0	39.2	1125.0
39.1	4071.8	42.0	7941.2	40.7	1974.2	39.1	2784.7	41.6	1801.9	40.0	1137.7
39.3	4076.0	41.7	8014.6	41.6	1979.2	39.9	2788.3	42.2	1817.6	41.2	1132.0
39.6	4016.0	41.1	7882.6	40.4	1944.9	39.3	2727.1	42.5	1789.8	40.1	1116.2
39.4	4037.5	41.3	7957.3	40.8	1956.1	39.3	2734.8	40.8	1813.1	39.5	1126.0
40.9	4056.5	41.3	8037.8	40.6	1974.5	39.2	2765.3	42.5	1839.8	39.7	1137.1
39.0	4082.6	40.6	8018.1	40.1	1978.5	38.9	2781.4	41.5	1841.5	37.6	1141.0
39.1	4098.5	41.6	8035.9	41.4	1984.2	39.6	2791.6	43.5	1854.3	39.2	1144.8
39.0	4091.0	41.4	7951.3	42.6	1994.6	39.8	2791.4	43.9	1859.4	39.3	1143.9
39.1	4057.9	40.5	7878.1	41.4	1972.0	37.8	2769.8	43.5	1835.0	39.2	1125.2
39.1	4099.9	41.4	7994.8	41.0	1981.0	39.5	2796.8	43.7	1852.4	39.7	1143.8
38.5	4096.7	42.4	8011.0	41.1	1990.4	39.6	2810.2	42.2	1874.9	39.4	1153.0
38.5	4128.1	42.1	8012.8	40.8	1984.2	39.6	2793.8	44.7	1880.5	38.8	1149.0
40.2	4150.7	42.5	8096.3	40.6	1994.6	40.2	2811.4	43.7	1892.9	39.5	1155.9
41.4	4153.6	42.2	8153.2	40.5	2000.1	39.4	2818.6	43.8	1904.6	40.6	1156.0
38.6	4094.3	41.9	8011.9	40.1	1974.9	38.4	2744.9	41.5	1876.5	39.9	1138.4
39.5	4114.8	41.1	8078.5	40.1	1987.3	39.2	2753.7	41.9	1895.4	39.5	1144.6
40.0	4130.9	40.3	8142.9	40.1	2004.4	39.7	2784.0	41.7	1915.5	39.8	1148.3
38.6	4140.2	40.6	8094.9	40.1	2000.9	39.2	2787.9	41.5	1904.5	39.8	1153.8
39.0	4158.8	40.5	8089.6	40.2	2009.4	39.5	2799.3	41.7	1911.6	40.4	1156.2
39.4	4147.3	41.6	7981.0	40.3	2018.4	40	2798.0	42.4	1917.7	40.8	1152.9
39.8	4115.8	41.8	7872.1	40.3	1994.0	39.2	2782.4	43.0	1894.0	41.4	1137.2
39.8	4160.0	41.4	7971.5	40.2	2004.4	42.1	2811.2	43.8	1911.3	41.7	1153.8
39.7	4154.3	41.3	7958.2	40.2	2013.3	42.1	2821.7	42.1	1922.0	41.6	1161.2
39.7	4164.0	41.1	7947.3	40.1	2012.4	39.9	2815.9	41.7	1936.5	40.3	1158.3
39.0	4184.8	41.1	8020.1	40.2	2022.0	39.7	2833.6	42.1	1947.1	40.4	1164.2
39.0	4181.1	41.0	8053.2	40.4	2026.7	41.1	2836.4	41.9	1953.5	41.2	1164.3
38.4	4110.7	40.3	7871.8	40.2	1986.0	40.6	2762.4	41.3	1910.6	40.7	1147.3
39.3	4130.7	39.6	7927.8	40.2	1994.5	38.4	2771.9	42.1	1928.5	39.8	1153.5
39.7	4131.8	40.6	7949.4	40.3	2002.7	38.2	2790.1	41.1	1937.6	40.4	1157.6
39.1	4137.0	40.0	7875.9	40.3	2008.4	39	2798.6	41.5	1943.5	39.4	1161.6
39.3	4147.4	40.7	7848.6	40.2	2012.0	39.8	2805.9	41.6	1949.3	39.8	1160.9
39.9	4119.3	40.3	7711.2	40.2	2011.2	40	2782.3	43.3	1947.0	40.4	1152.7
39.9	4077.9	39.0	7631.9	40.3	1990.9	39.6	2761.4	42.8	1923.7	40.8	1128.6
39.8	4105.2	39.4	7691.0	40.3	1992.1	43.1	2773.3	42.6	1941.6	41.1	1141.9
39.5	4081.5	40.3	7670.1	40.3	1992.6	43.3	2780.5	41.4	1927.6	40.4	1145.9
38.9	4086.5	39.5	7680.3	40.1	1998.5	42.3	2772.9	43.0	1954.8	40.9	1141.4
39.4	4066.6	39.2	7650.7	40.0	1978.6	42.1	2767.5	43.2	1957.1	41.2	1141.2
39.0	4034.8	38.7	7656.9	40.0	1962.3	40.7	2747.0	42.2	1958.5	42.0	1131.3
